,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_question_count,f_i_exclamation_count,f_o_he_she_ratio,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,author
2772,0,292,218,0,0,2,0,0,1.0,303,72,303,13,0,11,56,24,0,9,34,3.417,59.8,2.18,38.121,1.469,0.472,0.931,0.825,austen
2773,0,216,163,0,0,0,1,0,1.0,234,51,234,9,0,18,34,22,0,5,24,3.725,46.0,2.089,51.88,1.417,0.471,0.902,0.808,shakespeare
2774,0,850,663,0,0,1,1,0,4.0,868,172,868,32,0,18,105,26,0,9,80,4.163,172.8,2.456,124.6,1.522,0.465,0.971,0.851,austen
2775,0,616,475,0,0,1,1,0,4.0,624,137,624,20,0,8,101,23,4,11,73,3.686,124.0,2.179,50.631,1.489,0.533,0.964,0.872,chesterton
2776,0,289,217,0,0,0,1,0,1.0,309,71,309,14,0,20,50,22,0,7,37,3.535,61.0,2.335,35.299,1.42,0.521,0.93,0.847,shakespeare
2777,0,513,401,0,0,0,3,2,1.0,520,106,520,13,0,7,76,23,0,4,49,3.981,103.2,2.604,77.248,1.536,0.462,0.953,0.835,austen
2778,0,119,92,0,0,0,2,0,1.0,129,26,129,6,0,10,16,22,0,1,21,4.154,25.0,2.781,29.453,1.13,0.808,0.808,0.934,shakespeare
2779,0,679,533,0,0,0,0,0,0.8333333333333334,686,146,686,18,0,7,101,24,2,5,67,3.822,136.4,2.221,108.364,1.553,0.459,0.966,0.844,austen
2780,0,449,346,0,0,0,0,0,0.2857142857142857,456,103,456,19,0,7,76,26,0,3,48,3.612,90.4,2.315,65.225,1.561,0.466,0.951,0.835,austen
2781,0,1339,1052,0,0,0,0,2,1.3333333333333333,1355,271,1355,55,0,16,177,26,2,11,105,4.144,270.2,2.782,125.274,1.831,0.387,0.982,0.831,austen
2782,0,505,402,0,0,1,1,0,1.0,511,100,511,15,0,6,58,25,1,3,54,4.25,101.4,2.467,64.334,1.389,0.54,0.95,0.866,chesterton
2783,0,400,293,0,0,0,1,0,2.0,417,105,417,23,0,17,83,23,3,4,39,3.171,82.6,2.137,69.187,1.667,0.371,0.952,0.787,shakespeare
2784,0,1114,889,0,0,0,0,0,0.3333333333333333,1139,226,1139,26,0,25,142,25,0,5,111,4.159,227.0,2.413,86.81,1.603,0.491,0.978,0.869,austen
2785,0,481,368,0,0,1,0,1,1.0,494,102,494,26,0,13,65,24,0,7,71,4.01,98.0,2.451,54.822,1.229,0.696,0.951,0.922,austen
2786,0,665,525,0,0,0,0,0,5.0,675,139,675,21,0,10,86,23,2,12,75,4.0,134.2,2.562,102.673,1.479,0.54,0.964,0.875,chesterton
2787,0,423,315,0,0,2,1,1,0.25,433,102,433,21,0,10,79,25,1,11,56,3.441,85.8,1.859,80.618,1.342,0.549,0.951,0.87,austen
2788,0,777,608,0,0,0,0,0,0.5,816,167,816,23,0,39,104,24,0,10,88,4.012,162.4,2.339,129.274,1.465,0.527,0.97,0.875,shakespeare
2789,0,263,195,0,0,0,1,0,1.0,279,66,279,15,0,16,45,22,0,7,43,3.424,55.0,2.008,61.494,1.32,0.652,0.924,0.898,shakespeare
2790,0,224,160,0,0,2,0,1,5.0,234,58,234,15,0,10,47,20,1,9,32,3.293,46.0,2.384,11.247,1.318,0.552,0.914,0.854,austen
2791,0,445,343,0,0,3,0,0,1.0,455,96,455,19,0,10,66,26,2,12,47,3.938,90.2,2.339,54.307,1.433,0.49,0.948,0.844,chesterton
2792,0,205,153,0,0,0,0,0,1.0,215,54,215,11,0,10,45,24,1,7,37,3.222,42.2,1.89,45.604,1.174,0.685,0.907,0.905,shakespeare
2793,0,785,629,0,0,2,0,0,1.0,801,152,801,18,0,16,95,25,0,6,77,4.388,159.4,2.793,38.299,1.52,0.507,0.967,0.865,chesterton
2794,0,241,181,0,0,0,0,0,2.0,249,58,249,10,0,8,45,22,1,2,42,3.431,49.0,2.264,57.35,1.208,0.724,0.914,0.921,shakespeare
2795,0,394,303,0,0,0,0,0,1.0,412,89,412,15,0,18,63,23,0,9,42,3.787,81.6,2.438,52.195,1.534,0.472,0.944,0.833,austen
2796,0,217,163,0,0,0,0,0,1.0,234,54,234,14,0,17,35,24,0,4,35,3.593,46.0,2.253,44.125,1.317,0.648,0.907,0.891,shakespeare
2797,0,844,677,0,0,0,0,0,6.0,851,168,851,13,0,7,112,24,0,0,74,4.149,169.4,2.427,59.214,1.631,0.44,0.97,0.84,chesterton
2798,0,43,27,0,0,0,2,0,1.0,51,15,51,5,0,8,14,19,0,1,11,2.667,9.4,1.496,10.968,1.154,0.733,0.667,0.885,shakespeare
2799,0,500,374,0,0,3,0,1,0.6666666666666666,509,119,509,22,0,9,95,25,0,12,60,3.462,101.0,2.041,102.533,1.506,0.504,0.958,0.857,austen
2800,0,490,365,0,0,0,1,0,2.0,515,117,515,21,0,25,79,23,1,7,61,3.513,102.2,2.083,133.864,1.41,0.521,0.957,0.863,shakespeare
2801,0,927,712,2,0,0,0,0,0.25,953,207,953,35,0,26,151,25,2,20,75,3.739,189.8,2.369,94.105,1.816,0.362,0.976,0.81,austen
2802,0,254,187,0,0,0,2,0,4.0,273,64,273,10,0,19,46,23,0,3,35,3.391,53.8,1.76,49.104,1.306,0.547,0.922,0.855,shakespeare
2803,0,416,311,0,0,3,0,0,3.0,426,96,426,26,0,10,72,23,3,12,49,3.688,84.4,2.593,53.966,1.477,0.51,0.948,0.853,chesterton
2804,0,210,149,2,0,0,2,0,2.0,223,59,223,13,0,13,48,21,0,6,30,2.966,43.8,1.661,52.822,1.439,0.508,0.915,0.834,shakespeare
2805,0,362,270,0,0,0,1,0,1.0,389,89,389,20,0,27,61,24,1,7,51,3.562,77.0,2.35,133.611,1.391,0.573,0.944,0.876,shakespeare
2806,0,436,340,0,0,1,2,0,0.75,442,91,442,16,0,6,65,24,2,7,53,4.011,87.6,2.443,68.16,1.319,0.582,0.945,0.88,chesterton
2807,0,569,419,0,0,0,1,0,4.0,604,147,604,31,0,35,112,23,0,15,49,3.299,120.0,1.988,26.926,1.861,0.333,0.966,0.78,shakespeare
2808,0,682,537,0,0,0,0,0,6.0,688,146,688,16,0,6,103,23,0,1,58,3.829,136.8,2.248,69.833,1.678,0.397,0.966,0.815,chesterton
2809,0,549,406,0,0,4,1,0,1.0,562,128,562,34,0,13,98,25,2,19,59,3.602,111.6,2.561,12.74,1.542,0.461,0.961,0.84,chesterton
2810,0,229,167,0,0,2,1,0,1.0,235,57,235,13,0,6,45,24,1,8,30,3.351,46.2,2.151,28.63,1.39,0.526,0.912,0.841,chesterton
2811,0,513,393,0,0,2,0,0,1.0,526,115,526,21,0,13,85,25,1,11,59,3.748,104.4,2.282,45.676,1.474,0.513,0.957,0.859,austen
2812,0,364,278,0,0,2,1,0,2.0,371,80,371,22,0,7,56,24,4,14,48,3.913,73.4,2.596,85.025,1.333,0.6,0.938,0.883,chesterton
2813,0,537,421,0,0,0,0,0,10.0,546,116,546,16,0,9,84,25,0,0,51,3.845,108.4,2.419,66.515,1.611,0.44,0.957,0.827,austen
2814,0,488,369,0,0,5,0,0,0.6666666666666666,494,109,494,24,0,6,78,23,2,15,56,3.752,98.0,2.484,45.76,1.416,0.514,0.954,0.858,chesterton
2815,0,671,525,0,0,2,0,0,0.5,683,142,683,23,0,12,98,24,1,9,66,3.979,135.8,2.545,28.376,1.527,0.465,0.965,0.845,austen
2816,0,303,223,0,0,3,2,0,2.0,314,76,314,20,0,11,54,23,0,15,35,3.434,62.0,2.589,51.807,1.52,0.461,0.934,0.821,austen
2817,0,676,526,0,0,0,0,0,5.0,687,145,687,24,0,11,102,25,5,9,75,3.869,136.6,2.545,57.479,1.465,0.517,0.966,0.868,chesterton
2818,0,379,290,0,0,2,0,3,0.3333333333333333,385,82,385,16,0,6,57,23,0,5,39,3.854,76.2,2.294,110.183,1.491,0.476,0.939,0.831,austen
2819,0,441,338,0,0,3,1,0,0.5,449,97,449,22,0,8,64,24,2,11,49,3.866,89.0,2.775,17.944,1.448,0.505,0.948,0.851,chesterton
2820,0,309,234,0,0,0,1,0,3.0,320,72,320,9,0,11,55,23,0,6,40,3.542,63.2,2.426,28.943,1.333,0.556,0.931,0.863,chesterton
2821,0,191,140,0,0,2,0,3,1.0,198,44,198,14,0,7,34,22,1,9,30,3.795,38.8,2.575,49.231,1.222,0.682,0.886,0.899,chesterton
2822,0,574,445,0,0,0,0,0,1.0,600,127,600,25,0,26,83,23,0,4,67,3.906,119.2,2.444,70.772,1.494,0.528,0.961,0.868,shakespeare
2823,0,784,617,0,0,0,0,0,0.2,792,164,792,27,0,8,113,24,1,3,67,3.976,157.6,2.656,115.941,1.745,0.409,0.97,0.824,austen
2824,0,778,604,0,0,0,0,1,0.16666666666666666,799,157,799,38,0,21,102,26,1,16,74,4.229,159.0,2.789,163.398,1.554,0.471,0.968,0.851,austen
2825,0,281,207,0,0,0,0,0,0.3333333333333333,294,72,294,14,0,13,55,23,0,4,36,3.264,58.0,2.123,40.075,1.412,0.5,0.931,0.838,austen
2826,0,789,608,0,0,1,0,3,0.25,812,164,812,40,0,23,111,25,5,18,71,4.11,161.6,2.684,115.288,1.64,0.433,0.97,0.836,austen
2827,0,276,198,0,0,4,1,0,4.0,284,66,284,21,0,8,51,23,0,12,38,3.561,56.0,2.425,23.431,1.347,0.576,0.924,0.868,chesterton
2828,0,435,341,0,0,2,1,0,2.0,443,89,443,15,0,8,57,25,0,5,53,4.135,87.8,2.483,58.367,1.328,0.596,0.944,0.885,chesterton
2829,0,579,443,0,0,0,0,1,1.0,589,125,589,27,0,10,87,25,0,13,67,3.856,117.0,2.602,64.68,1.453,0.536,0.96,0.871,austen
2830,0,190,133,0,0,2,1,2,1.0,197,51,197,14,0,7,39,22,0,9,31,3.137,38.6,2.059,46.522,1.275,0.608,0.902,0.873,chesterton
2831,0,164,117,0,1,0,0,2,0.5,174,43,174,11,0,10,35,21,1,7,30,3.209,34.0,1.909,26.58,1.194,0.698,0.884,0.904,austen
2832,0,140,99,0,0,1,3,0,2.0,147,36,147,11,0,7,28,23,1,7,21,3.361,28.6,2.153,12.542,1.286,0.583,0.861,0.85,chesterton
2833,0,338,258,0,0,2,0,0,4.0,344,75,344,13,0,6,55,24,0,6,41,3.747,68.0,2.372,18.055,1.339,0.547,0.933,0.86,chesterton
2834,0,558,427,0,0,1,0,1,10.0,566,127,566,21,0,8,90,26,1,9,62,3.622,112.4,2.164,86.225,1.443,0.488,0.961,0.852,austen
2835,0,307,227,0,0,2,1,1,1.0,314,68,314,20,0,7,50,24,0,8,44,3.809,62.0,2.396,49.148,1.236,0.647,0.926,0.897,chesterton
2836,0,319,252,0,0,0,1,0,2.0,329,66,329,12,0,10,46,24,0,3,41,4.167,65.0,2.738,33.0,1.294,0.621,0.924,0.886,austen
2837,0,171,122,0,0,0,3,0,3.0,181,44,181,9,0,10,34,21,0,6,19,3.205,35.4,2.298,20.599,1.375,0.432,0.886,0.778,shakespeare
2838,0,418,318,0,2,0,1,0,2.0,429,99,429,17,0,11,74,24,0,6,50,3.495,85.0,2.13,38.354,1.435,0.505,0.949,0.851,austen
2839,0,1225,957,0,0,0,1,2,0.25,1250,249,1250,49,0,25,164,26,2,14,90,4.141,249.2,2.705,143.249,1.818,0.361,0.98,0.816,austen
2840,0,330,261,0,0,0,0,0,5.0,348,69,348,11,0,18,44,23,1,4,42,4.203,68.8,2.831,66.028,1.302,0.609,0.928,0.883,shakespeare
2841,0,555,416,0,0,3,0,1,1.25,562,132,562,28,0,7,102,24,0,10,51,3.462,111.6,2.232,115.982,1.714,0.386,0.962,0.805,austen
2842,0,275,211,0,0,0,0,0,2.0,280,63,280,13,0,5,48,23,1,6,25,3.635,55.2,2.623,25.42,1.703,0.397,0.921,0.777,chesterton
2843,0,176,132,0,0,0,0,0,1.0,187,43,187,6,0,11,31,22,0,4,24,3.465,36.6,2.051,47.21,1.303,0.558,0.884,0.845,shakespeare
2844,0,1091,874,0,0,0,0,0,0.125,1101,204,1101,30,0,10,129,25,3,10,95,4.48,219.4,2.805,146.541,1.686,0.466,0.975,0.856,austen
2845,0,229,171,0,0,0,1,0,2.0,239,56,239,11,0,10,41,22,1,6,35,3.429,47.0,2.388,62.626,1.244,0.625,0.911,0.883,shakespeare
2846,0,797,637,0,0,0,0,0,2.0,814,160,814,20,0,17,100,25,3,5,71,4.213,162.0,2.396,95.551,1.553,0.444,0.969,0.84,austen
2847,0,233,172,0,0,3,2,0,1.0,241,51,241,19,0,8,31,23,1,9,30,4.039,47.4,2.561,41.271,1.378,0.588,0.902,0.865,chesterton
2848,0,576,432,0,4,2,0,1,1.0,591,133,591,30,0,15,97,25,1,18,67,3.617,117.4,2.449,86.529,1.478,0.504,0.962,0.86,austen
2849,0,867,697,0,0,0,0,0,0.2,878,170,878,23,0,11,105,25,0,1,80,4.3,174.8,2.9,79.976,1.604,0.471,0.971,0.853,austen
2850,0,657,518,0,0,0,0,0,7.0,665,137,665,15,0,8,93,24,1,9,70,3.956,132.2,2.467,15.434,1.489,0.511,0.964,0.864,chesterton
2851,0,562,441,0,0,1,0,0,4.0,577,118,577,18,0,15,80,24,0,5,49,4.042,114.6,2.402,66.752,1.513,0.415,0.958,0.816,chesterton
2852,0,656,519,0,0,0,0,0,0.6666666666666666,673,137,673,14,0,17,91,26,0,3,77,4.022,133.8,2.353,146.256,1.412,0.562,0.964,0.883,austen
2853,0,334,248,0,0,4,0,0,1.5,339,79,339,21,0,5,59,21,0,10,31,3.57,67.0,2.575,83.89,1.58,0.392,0.937,0.786,austen
2854,0,622,483,0,0,1,0,1,1.0,628,135,628,21,0,6,97,26,1,6,71,3.8,124.8,2.337,97.353,1.436,0.526,0.963,0.869,chesterton
2855,0,832,664,0,0,0,0,0,2.0,849,165,849,25,0,17,102,24,1,7,90,4.279,169.0,2.962,71.913,1.5,0.545,0.97,0.881,chesterton
2856,0,520,392,0,2,1,0,0,0.75,525,120,525,33,0,5,88,25,2,9,51,3.6,104.2,2.512,110.325,1.558,0.425,0.958,0.821,austen
2857,0,1157,895,0,0,1,0,1,0.6666666666666666,1189,237,1189,59,0,32,157,25,2,20,106,4.169,237.0,2.639,106.895,1.681,0.447,0.979,0.853,austen
2858,0,435,346,0,0,0,0,0,1.5,444,90,444,10,0,9,59,23,0,1,41,4.056,88.0,2.581,46.325,1.552,0.456,0.944,0.825,austen
2859,0,731,590,0,0,0,0,0,1.0,737,142,737,12,0,6,84,25,0,0,81,4.282,146.6,2.445,30.9,1.434,0.57,0.965,0.887,chesterton
2860,0,282,208,0,0,0,1,1,1.0,294,67,294,18,0,12,52,23,2,10,44,3.567,58.0,2.382,30.323,1.218,0.657,0.925,0.9,austen
2861,0,360,273,0,0,2,0,1,2.0,368,79,368,18,0,8,50,24,0,5,40,3.835,72.8,2.084,55.233,1.436,0.506,0.937,0.844,chesterton
2862,0,204,152,0,0,0,2,0,1.0,213,48,213,8,2,9,32,21,0,5,34,3.562,41.8,2.315,68.43,1.2,0.708,0.896,0.911,shakespeare
2863,0,608,467,0,0,1,0,1,2.0,625,129,625,26,0,17,86,25,0,16,63,3.977,124.2,2.723,76.493,1.483,0.488,0.961,0.853,austen
2864,0,700,555,0,0,0,0,0,5.0,712,145,712,19,1,12,99,24,3,4,66,4.048,141.6,2.693,116.055,1.629,0.455,0.966,0.842,austen
2865,0,325,237,0,0,4,2,0,2.0,335,76,335,22,0,10,53,23,2,16,41,3.671,66.2,2.369,47.262,1.434,0.539,0.934,0.857,chesterton
2866,0,805,626,0,0,0,0,0,5.0,822,169,822,25,0,17,118,25,1,14,90,3.959,163.6,2.445,82.008,1.496,0.533,0.97,0.877,chesterton
2867,1,263,205,0,0,0,0,0,1.0,274,56,274,9,0,11,39,23,1,7,39,4.018,54.0,2.569,79.199,1.217,0.696,0.911,0.91,chesterton
2868,0,283,208,0,2,0,2,0,1.0,291,69,291,17,0,8,52,24,2,9,42,3.391,57.4,2.178,39.208,1.232,0.609,0.928,0.883,austen
2869,0,72,52,0,0,0,1,0,1.0,77,18,77,2,2,5,13,16,0,2,14,3.389,14.6,1.72,9.99,1.059,0.778,0.722,0.913,shakespeare
2870,0,143,109,0,0,0,0,0,1.0,154,33,154,8,0,11,21,20,0,0,23,3.879,30.0,2.509,51.122,1.179,0.697,0.848,0.897,shakespeare
2871,0,185,134,0,2,1,2,1,0.5,191,47,191,12,0,6,34,23,0,7,30,3.277,37.4,2.375,20.477,1.237,0.638,0.894,0.883,austen
2872,0,314,226,0,0,4,0,0,1.0,325,79,325,23,0,11,57,23,1,14,37,3.405,64.2,1.951,21.673,1.519,0.468,0.937,0.826,austen
2873,0,394,299,0,0,3,1,0,1.0,407,90,407,20,0,13,65,26,0,14,39,3.767,80.6,2.756,61.378,1.525,0.433,0.944,0.814,chesterton
2874,0,253,179,0,2,2,0,0,0.3333333333333333,264,67,264,19,0,11,54,23,0,14,35,3.179,52.0,2.153,38.503,1.426,0.522,0.925,0.846,austen
2875,0,412,309,0,0,1,0,0,4.0,418,93,418,24,0,6,66,23,2,8,47,3.677,82.8,2.346,16.962,1.409,0.505,0.946,0.849,chesterton
2876,0,1208,946,0,0,1,0,0,0.2,1230,246,1230,49,0,22,160,26,2,16,115,4.146,245.2,2.504,358.432,1.64,0.467,0.98,0.862,austen
2877,0,406,300,0,0,5,1,0,4.0,420,97,420,26,0,14,68,24,0,11,40,3.608,83.2,2.234,38.765,1.59,0.412,0.948,0.806,chesterton
2878,0,102,69,0,0,1,1,1,1.0,108,28,108,12,0,6,23,21,1,8,18,3.214,20.8,2.315,12.276,1.217,0.643,0.821,0.867,austen
2879,0,286,219,0,0,0,0,0,1.0,300,68,300,14,0,14,48,24,1,3,49,3.632,59.2,2.212,66.092,1.193,0.721,0.926,0.922,shakespeare
2880,2,585,470,0,0,0,0,0,4.0,604,114,604,9,0,19,67,26,0,5,68,4.368,120.0,2.377,104.429,1.39,0.596,0.956,0.891,chesterton
2881,0,852,676,0,1,0,0,0,6.0,862,173,862,19,0,10,111,26,1,6,79,4.075,171.6,2.672,66.504,1.648,0.457,0.971,0.848,chesterton
2882,0,361,262,0,0,3,0,0,5.0,373,93,373,22,0,12,76,24,0,12,33,3.247,73.8,2.114,43.217,1.691,0.355,0.946,0.771,austen
2883,0,570,447,0,1,0,0,0,2.0,577,118,577,22,0,7,84,24,0,6,69,4.042,114.6,2.839,158.004,1.439,0.585,0.958,0.888,austen
2884,0,44,31,0,0,0,1,0,1.0,49,13,49,4,0,5,11,14,0,0,8,3.077,9.0,1.801,6.856,1.3,0.615,0.615,0.811,shakespeare
2885,0,723,560,2,0,2,0,0,0.25,735,158,735,26,0,12,110,25,1,9,59,3.81,146.2,2.527,120.219,1.816,0.373,0.968,0.805,austen
2886,0,804,633,1,0,0,0,0,2.0,817,172,817,21,0,13,116,25,1,2,86,3.878,162.6,2.227,96.635,1.578,0.5,0.971,0.865,austen
2887,0,670,533,0,0,1,0,0,4.0,679,136,679,10,0,9,85,25,0,4,62,4.074,135.0,2.145,76.394,1.511,0.456,0.963,0.84,chesterton
2888,0,389,303,0,0,0,0,0,3.0,398,88,398,17,0,9,63,23,0,3,45,3.75,78.8,2.596,59.843,1.492,0.511,0.943,0.85,austen
2889,0,236,168,0,0,0,1,1,1.0,246,60,246,18,0,10,49,23,0,7,39,3.267,48.4,2.17,40.278,1.277,0.65,0.917,0.895,austen
2890,0,1314,1051,0,0,1,0,0,0.3333333333333333,1341,258,1341,31,1,27,166,27,2,10,111,4.314,267.4,2.709,238.483,1.72,0.43,0.981,0.848,austen
2891,0,166,124,0,0,0,0,0,1.0,177,41,177,9,0,11,30,22,1,6,32,3.512,34.6,2.43,39.665,1.171,0.78,0.878,0.933,shakespeare
2892,0,368,282,0,0,3,0,0,0.5,375,80,375,16,0,7,55,24,0,11,45,3.888,74.2,2.551,42.564,1.356,0.562,0.938,0.869,austen
2893,0,195,152,0,0,0,1,2,0.5,199,41,199,7,0,4,28,25,0,0,29,3.976,39.0,2.788,17.044,1.171,0.707,0.878,0.907,austen
2894,0,301,222,0,0,4,0,2,2.0,308,71,308,21,0,7,51,24,1,13,42,3.634,60.8,2.313,42.623,1.365,0.592,0.93,0.877,chesterton
2895,0,634,499,0,0,2,2,0,1.0,646,127,646,19,0,12,83,24,2,9,74,4.205,128.4,2.395,113.511,1.38,0.583,0.961,0.889,chesterton
2896,0,336,250,0,0,1,0,1,1.0,343,79,343,17,0,7,62,23,0,7,51,3.519,67.8,2.241,69.833,1.274,0.646,0.937,0.9,austen
2897,0,372,275,0,0,3,1,0,2.0,382,90,382,20,0,10,66,24,2,15,52,3.467,75.6,2.073,47.716,1.364,0.578,0.944,0.878,chesterton
2898,0,1356,1074,0,0,0,0,0,2.0,1378,282,1378,32,0,22,186,27,3,6,106,4.0,274.8,2.34,127.278,1.843,0.376,0.982,0.827,austen
2899,0,1638,1305,0,0,0,1,0,0.0625,1663,321,1663,54,0,25,209,26,6,17,127,4.315,331.8,2.707,436.047,1.888,0.396,0.984,0.839,austen
2900,0,537,421,0,0,0,0,0,0.5,548,117,548,16,0,11,81,24,1,2,63,3.829,108.8,2.183,83.227,1.481,0.538,0.957,0.87,austen
2901,0,251,190,0,0,0,0,0,2.0,263,60,263,11,0,12,44,22,2,4,37,3.55,51.8,2.15,42.915,1.277,0.617,0.917,0.882,shakespeare
2902,0,57,41,0,0,0,0,0,1.0,63,16,63,4,0,6,13,19,0,1,14,3.188,11.8,2.198,14.738,1.067,0.875,0.688,0.952,shakespeare
2903,0,190,127,0,0,4,2,0,0.5,199,55,199,21,0,9,45,22,0,13,23,3.036,39.0,2.027,24.546,1.571,0.418,0.909,0.782,austen
2904,0,201,140,0,0,0,1,0,0.5,219,54,219,16,0,18,45,23,1,11,29,3.241,43.0,1.913,25.826,1.385,0.537,0.907,0.844,austen
2905,0,61,43,0,0,0,1,0,1.0,69,18,69,6,0,8,14,16,0,0,11,3.167,13.0,2.007,12.865,1.286,0.611,0.722,0.83,shakespeare
2906,0,912,723,0,0,0,0,0,2.0,925,185,925,28,0,13,124,25,4,10,88,4.13,184.2,2.649,126.717,1.623,0.476,0.973,0.858,austen
2907,0,903,714,0,0,1,0,1,0.5,924,186,924,30,0,21,120,27,2,12,86,4.129,184.0,2.646,144.184,1.59,0.462,0.973,0.852,austen
2908,0,524,378,0,3,0,0,2,0.5,536,128,536,38,0,12,104,25,1,12,66,3.352,106.4,2.143,123.253,1.455,0.516,0.961,0.863,austen
2909,0,450,332,0,0,3,0,0,1.5,459,109,459,27,0,9,82,24,1,14,56,3.44,91.0,2.291,78.572,1.453,0.514,0.954,0.858,austen
2910,0,483,373,0,0,1,0,0,1.0,497,105,497,18,0,14,70,25,0,10,59,3.886,98.6,2.305,45.402,1.4,0.562,0.952,0.876,chesterton
2911,0,370,279,0,0,1,0,0,1.0,377,82,377,22,0,7,57,23,0,9,46,3.78,74.6,2.255,32.532,1.344,0.561,0.939,0.869,chesterton
2912,0,667,522,0,0,2,0,0,5.0,679,140,679,24,0,12,96,25,0,6,67,4.014,135.0,2.561,132.674,1.538,0.479,0.964,0.851,austen
2913,0,516,411,0,0,0,0,0,3.0,522,104,522,11,0,6,63,25,1,5,57,4.115,103.6,2.337,49.611,1.425,0.548,0.952,0.871,chesterton
2914,0,283,212,0,0,3,1,0,0.5,290,66,290,19,0,7,46,23,1,10,40,3.712,57.2,2.423,27.68,1.32,0.606,0.924,0.88,austen
2915,0,459,338,0,0,2,1,0,1.0,474,109,474,28,0,15,83,24,1,16,48,3.55,94.0,2.196,50.488,1.58,0.44,0.954,0.825,austen
2916,0,378,300,0,0,0,0,1,1.0,383,76,383,10,0,5,48,24,1,3,47,4.158,75.8,2.439,58.9,1.288,0.618,0.934,0.889,chesterton
2917,0,291,217,0,0,3,0,1,1.0,296,70,296,14,0,5,52,22,0,9,33,3.457,58.4,2.048,39.183,1.429,0.471,0.929,0.823,austen
2918,0,683,540,0,0,2,0,1,1.0,691,137,691,25,0,8,88,23,0,7,64,4.212,137.4,2.886,87.374,1.557,0.467,0.964,0.845,austen
2919,0,1112,873,0,0,0,0,0,0.5714285714285714,1124,219,1124,45,0,12,137,27,1,13,101,4.247,224.0,2.551,309.71,1.634,0.461,0.977,0.856,austen
2920,0,722,547,0,0,2,1,1,0.3333333333333333,738,155,738,42,0,16,108,25,0,19,76,3.935,146.8,2.684,81.395,1.505,0.49,0.968,0.859,austen
2921,0,437,314,0,0,3,0,2,2.0,449,110,449,30,0,12,82,23,0,19,48,3.3,89.0,1.951,109.857,1.528,0.436,0.955,0.824,austen
2922,0,172,130,0,0,1,1,0,2.0,177,39,177,9,0,5,26,23,0,6,28,3.795,34.6,2.105,19.819,1.147,0.718,0.872,0.91,chesterton
2923,0,573,460,0,0,0,0,0,7.0,581,114,581,13,0,8,71,23,1,3,63,4.219,115.4,2.716,35.289,1.373,0.553,0.956,0.875,chesterton
2924,0,1088,852,0,0,0,0,0,2.0,1148,232,1148,36,0,60,149,24,0,8,99,4.086,228.8,2.516,190.669,1.634,0.427,0.978,0.844,shakespeare
2925,0,77,56,0,0,0,1,0,1.0,82,21,82,7,0,5,17,19,0,3,14,3.238,15.6,2.914,17.228,1.235,0.667,0.762,0.867,shakespeare
2926,0,506,371,0,0,0,1,5,0.3333333333333333,526,118,526,33,0,20,83,24,0,14,47,3.602,104.4,2.306,94.206,1.662,0.398,0.958,0.807,austen
2927,0,345,262,0,0,1,0,0,1.0,357,80,357,13,0,12,58,23,0,11,40,3.625,70.6,2.33,30.632,1.481,0.5,0.938,0.842,chesterton
2928,0,597,464,0,0,0,0,0,1.0,605,130,605,16,0,8,94,23,1,7,54,3.762,120.2,2.261,54.824,1.667,0.415,0.962,0.82,chesterton
2929,0,274,199,0,0,2,0,2,1.0,282,67,282,16,0,8,51,22,2,9,28,3.403,55.6,1.891,41.168,1.457,0.418,0.925,0.792,chesterton
2930,0,141,103,0,0,0,0,0,1.0,152,36,152,5,3,11,24,20,0,2,22,3.389,29.6,1.745,16.92,1.286,0.611,0.861,0.863,shakespeare
2931,0,461,356,0,0,2,0,0,0.5,472,101,472,16,0,11,71,23,1,12,52,3.842,93.6,2.275,101.397,1.423,0.515,0.95,0.856,austen
2932,0,899,688,0,0,0,1,0,0.2,917,199,917,32,0,18,144,26,0,18,83,3.709,182.6,2.095,85.486,1.618,0.417,0.975,0.835,austen
2933,0,398,304,0,0,1,0,1,0.25,409,91,409,13,0,11,66,24,0,9,43,3.637,81.0,2.168,78.632,1.468,0.473,0.945,0.834,austen
2934,0,639,484,0,1,3,0,0,4.0,655,146,655,32,0,16,104,24,1,14,70,3.692,130.2,2.556,70.68,1.537,0.479,0.966,0.852,austen
2935,0,686,541,0,0,1,0,0,0.5,704,142,704,22,2,18,90,25,3,9,57,4.12,140.0,2.646,106.892,1.596,0.401,0.965,0.816,austen
2936,0,436,320,1,0,0,2,1,2.0,460,111,460,23,0,24,85,24,1,6,53,3.306,91.2,2.148,93.033,1.48,0.477,0.955,0.843,shakespeare
2937,0,238,180,0,0,0,2,0,1.0,247,56,247,9,0,9,39,22,0,3,37,3.536,48.6,1.907,28.719,1.273,0.661,0.911,0.897,shakespeare
